166,beget,create,产生
167,disgruntle,crestfallen,使不高兴
168,disintegrate,crumble,瓦解
169,unwieldy,cumbersome,笨重的，难操作的
170,perfunctory,cursory;casual,敷衍的
171,palliate,damp,减轻
172,perilous,dangerous; precarious,危险的
173,dim,darken,使变暗
174,formidable,daunting,可怕的
175,modicum,dearth,少量
176,paucity,dearth,不足
177,deterioration,decay; decline,恶化
178,prophylactic,inhibitory,预防的
179,overwhelming,irresistible,压倒性的，难抵抗的
180,interested in,drawn to,对有兴趣
181,unmistakable,decisive,毋庸置疑的，明显的
182,senescence,decrepitude,衰老，老朽
183,condemn,decry,谴责
184,calumny,defamation,诽谤
185,blemish,defect,1.玷污 2.缺点，污点
186,champion,defend; espouse;support,支持
187,proponent,defender; champion,支持者
188,scarce,deficient,缺乏的
189,authoritative,definitive; cogent,权威的
190,soothe,deflate,使减少
191,disregard,defy; contempt,贬低
192,counterproductive,deleterious,事与愿违的
193,detrimental,deleterious,有害的
194,relish,delight in,享受
195,lambaste,denounce,严厉批评
196,witless,dense,愚蠢的
197,reprehensible,deplorable,应受谴责的
198,detract,deprecate,贬低
199,mockery,derision,嘲笑
200,ridicule,derision,嘲弄
201,abandon,desert; relinquish,放弃
202,annihilate,destroy,消灭，毁灭
203,discern,detect; discover,觉察，分辨
204,constrain,deter,限制
205,decay,deterioration,腐朽
206,govern,determine,决定
207,deprecatory,detracting,反对的
208,guile,deviousness,奸诈
209,identify,diagnose,确定
210,rant,diatribe,严厉批评
211,contradictory,dichotomous,矛盾的
212,timid,diffident,胆怯的，羞怯的
213,remiss,dilatory,懈怠的
214,sluggish,dilatory; listless,缓慢的
215,industrious,diligent,勤奋的
216,darken,dim,使变暗，使忧郁
217,minuscule,diminutive,极小的
218,calamity,disaster,灾难
219,detect,discern,发现
220,perceptible,discernible,可见的，可察觉的
221,perspicacious,discernible,有洞察力的
222,inconspicuous,discreet,低调的，不显眼的
223,incongruity,discrepancy,矛盾
224,isolated,discrete,分离的
225,opprobrium,disdain; vitriol,谴责，耻辱
226,contemptuous,disdainful,轻蔑的
227,dump,disgorge,排出
228,crestfallen,disgruntled,不高兴的
229,crumble,disintegrate,崩溃，破碎
230,slight,disparage; discount,贬低
231,heterogeneous,disparate; dissimilar,各种各样的
232,analytical,dispassionate,善于分析的，冷静客观的
233,temperate,dispassionate,温和的，适度的
234,celerity,dispatch,速度，迅速
235,defy,disregard; flout,蔑视
236,duplicity,dissemblance,欺骗
237,attenuate,dissipate; mute,减弱，变稀
238,untether,divorce,脱离
239,dogmatic,doctrinaire; rigid,武断的，教条主义的
240,doctrinaire,dogmatic,教条主义的
241,skepticism,doubt,怀疑
242,extinguish,douse,熄灭，毁灭
243,pacific,dovish,和平主义的
244,spectacular,dramatic,壮观的
245,elicit,draw out,引出
246,tedious,dreary; boring,单调乏味的
247,humdrum,dull,单调的，乏味的
248,disgorge,dump,排出
249,dissemble,duplicity,伪装
250,contract,dwindle,逐渐减少，逐渐变小
251,keen,eager,渴望的
252,affable,easygoing; cordial; genteel,和蔼可亲的
253,wane,ebb; decline,衰落，减少，衰落期
254,outdo,eclipse,超过
255,pecuniary,economic,金钱的
256,euphoria,ecstasy,狂喜
257,democratic,egalitarian,平等主义的
258,flagrant,egregious,明目张胆的
259,chic,elegant,时髦的
260,plaintive,elegiac,悲伤的
261,draw,elicit,吸引
262,extirpate,eliminate,根除
263,put to rest,eliminated,排出
264,cryptic,elusive,难解的
265,slippery,elusive,难以抓住的，棘手的
266,evasive,elusive; equivocal,逃避的，闪烁其词的
267,totemic,emblematic,象征的
268,revision,emendation,修订
269,effusive,emotional,溢于言表的，感情丰富的
270,imitate,emulate;mimic,模仿
271,captivate,enamor,迷住
272,tribute,encomium,称赞，贡品
273,polymath,encyclopedic,博学者
274,exhaustive,encyclopedic; comprehensive,全面的
275,underwrite,endorse,签署
276,sanction,endorse; countenance,(经济)制裁，批准
277,induce,engender,引起
278,hone,enhance,磨砺，提升
279,inferable from,entailed by,能从推断的
280,diverting,entertaining,有趣的
281,supplicate,entreat; solicit,恳求
282,covet,envy,贪求
283,short-lived,ephemeral,短暂的
284,transitory,ephemeral; evanescent,短暂的
285,parity,equality,平等，相等
286,wayward,errant;unpredictable,任性的
287,onetime,erstwhile,过去的
288,learned,erudite,博学的
289,shun,eschew,避免
290,arcane,Esoteric ; recondite ; abstruse,难懂的
291,recondite,esoteric; arcane; abstruse,晦涩难懂的
292,abstruse,esoteric; arcane; recondite,难理解的
293,requisite,essential,必需的
294,indispensable,essential; crucial,不可或缺的
295,lionize,eulogize,崇拜，把视为名人
296,ecstasy,euphoria,狂喜
297,momentary,evanescent,短暂的
298,impartial,evenhanded; disinterested; fair;detachment,公正的
299,patent,evident; manifest,明显的
300,aggravate,exacerbate,加剧
301,demanding,exacting,苛求的
302,prescriptive,exacting,指定的，规定的
303,overstate,exaggerate,夸大
304,hyperbole,exaggeration,夸大
305,valorize,exalt,称赞
306,irascible,exasperation,易怒的
307,preternatural,exceptional,异乎寻常的
308,intemperate,excessive,过度的
309,sole,exclusive,仅有的
310,crab,excoriate,抱怨
311,indict,excoriate,控告
312,wield,exert,行使，施加
313,encyclopedic,exhaustive; polymathic,广博的，全面的
314,comprehensive,exhaustive; sweeping; generic;inclusive,全面的
315,pressing,exigent; critical,紧迫的，重要的
316,tenuous,exiguous,纤细的，脆弱的
317,absolve,exonerate,免罪
318,burgeon,expand; flourish,迅速生长
319,oust,expel; banish,罢黜，驱逐，取代
320,banish,expel; oust,驱逐
321,innovative,experimental,创新的
322,attributed to,explained by,归因于
323,augment,extend; expand; enhance,增加
324,douse,extinguish,熄灭
325,eliminate,extirpate; put to rest,消除，淘汰
326,profligate,extravagant; prodigal,挥霍的
327,zealot,extremist; ideologue,狂热者
328,forge,fabricate,锻造，伪造
329,expedite,facilitate,促使
330,schism,factiousness,分裂
331,objective,fair,客观的，公正的
332,disinterested,fair; impartial,公正的，没有兴趣的
333,eminent,famous; particular,杰出的，异乎寻常的
334,shortcoming,fault,缺点
335,enamor,favor; captivate; hooked on,使迷惑
336,auspicious,favorable,有望成功的
337,debacle,fiasco,彻底失败
338,volatile,fickle; versatile; flighty; erratic;capricious,善变的
339,erratic,fickle; versatile; volatile; flighty;capricious,难以预测的
340,impassioned,fiery,热情的
341,apposite,fitting; germane,合适的
342,obsessed,fixated,着迷的
343,egregious,flagrant,臭名昭著的
344,wanting,flawed,有缺陷的
345,supple,flexible,能适应的，灵活的，柔韧的
346,spurn,flout,拒绝
347,precursor,forerunner,先驱
348,avert,forestall,转移，防止
349,stave off,forestall,延缓
350,daunting,formidable; sensational; forbidding,使人畏惧的
351,canned,formulaic,无新意的
352,adopt,foster,收养，采用
353,spur,foster,激励
354,bedrock,foundation,基础
355,inception,foundation,开始
356,restive,fractious,躁动不安的
357,malfeasance,fraudulence,渎职
358,genial,friendly,友善的
359,utilitarian,functional,实用的
360,interchangeable,fungible,可交换的
361,dynamic,mutable,动态的，可变的
362,levelheaded,sober,头脑冷静的
363,facilitate,further,促进，加快
364,synthesis,fusion,合成，综合体
365,pointless,futile,无意义的
366,animate,galvanize; rouse; inspire,有生命力的，激励，推动
367,loquacious,garrulous,健谈的
368,reckon,gauge,认为，估计
369,abstract,general,笼统的，抽象的，深奥的，摘要，提取，分散注意力
370,inclusive,generic;all-encompassing,全包括的，包括首尾两项的
371,seed,germ,播种，萌芽
372,obtain,glean,获得
373,cheerless,gloomy,阴郁的
374,lugubrious,gloomy,悲伤的
375,abundance,glut,大量
376,surfeit,glut; plethora,过量
377,imperceptible,gradual,难以察觉的
378,sociable,gregarious,好交际的
379,unwarranted,groundless,无根据的
380,devious,guile; indirect,狡诈的，弯曲的
381,acclaim,hail,称赞
382,impede,hamper,阻碍
383,impair,hamstring; undermine; vitiate;compromise; undercut,损害
384,helter-skelter,haphazard,杂乱的
385,innocuous,harmless; benign; inoffensive,无害的，无意冒犯的
386,callous,heartless,冷酷无情的
387,buoy,help,使振奋
388,diversity,heterogeneity,多样性，差异化
389,dissimilar,heterogeneous,不同的
390,disparate,heterogeneous; diverse; dissimilar;variant,不同的
391,pedantic,hidebound,迂腐的
392,stratified,hierarchical,形成阶层的，分层的
393,stymie,hinder,阻碍
394,inhibit,hinder; bridle; suppress; constrain,抑制，禁止
395,snag,hitch,障碍
396,patchwork,hodgepodge,大杂烩
397,welter,hodgepodge,混乱无序
398,resemblance,homogeneity,相似
399,enhance,hone,提高，改善
400,venerate,honor; respect,崇敬
401,arrogant,hubristic,傲慢的
402,exaggerate,hyperbole; overrate,夸大
403,mendacity,hypocrisy,不诚实
404,heterodox,iconoclastic,异端的
405,revolutionary,iconoclastic,反传统的
406,quixotic,idealistic,不切实际的
407,distinct,idiosyncratic,独特的
408,dismiss,ignore; neglect,忽视
409,chimera,illusion,幻想
410,quaff,imbibe,痛饮
411,emulate,imitate,模仿，努力赶超
412,colossal,immense,巨大的
413,unbounded,immoderate; expansive,无限的
414,hamstring,impair,使无能为力
415,vitiate,impair,损害
416,compromise,impair; concession,妥协，危害
417,undermine,impair; subvert; undercut,暗中破坏
418,evenhanded,impartial,公平的
419,neutrality,impartiality,中立
420,fiery,impassioned,热烈的，暴躁的
421,zealous,impassioned; fervent; fiery; passionate,热情的，狂热的
422,indigent,impecunious,贫穷的
423,hamper,impede,阻碍
424,indiscernible,imperceptible,难以理解的
425,unyielding,implacable,不屈的
426,hasty,impulsive; rapid,匆忙的，草率的
427,erroneous,inaccurate,错误的
428,ominous,inauspicious,不祥的
429,innate,inborn,天生的
430,foundation,inception; bedrock,创建，基础，根据
431,acute,incisive; severe,敏锐的，严峻的
432,all-encompassing,inclusive,包罗万象的
433,generic,inclusive,通用的
434,inexplicable,incomprehensible,费解的
435,discrepancy,incongruity,矛盾
436,immaterial,inconsequential,不重要的
437,trivial,inconsequential; immaterial,不重要的
438,mixed,inconsistent,混合的，矛盾的
439,indubitable,incontrovertible,不容置疑的
440,beholden,indebted,欠人情的
441,unseemly,indecorous,不得体的
442,excoriate,indict; crab,严厉指责
443,impecunious,indigent,贫穷的
444,circuitous,indirect,拐弯抹角的
445,essential,indispensable; foundational,完全必要的，基本的
446,diligent,industrious,勤奋的
447,incomprehensible,inexplicable,费解的
448,surmise,infer,推测，猜测
449,entailed by,inferable from,使需要，导致
450,provocative,inflammatory,引发的，挑衅的
451,intrinsic,inherent,本质的
452,benign,innocuous; anodyne,和善的
453,experimental,innovative,实验的，创新的
454,unfathomable,inscrutable,不能理解的
455,uninformative,inscrutable,缺乏信息的
456,negligible,insignificant; inconsequential; trifling,微不足道的，不重要的
457,bland,insipid,乏味的，无动于衷的
458,nonchalant,insouciant,冷漠的
459,abet,instigate,支持，怂恿
460,meager,insufficient; paltry,缺乏的，瘦削的
461,provincial,insular,狭隘的，省的
462,readable,intelligible,清晰易懂的，可读性强的
463,fungible,interchangeable,可取代的
464,interrelated,interdependent,互相联系的
465,compelling,interesting,激发兴趣的，令人信服的，强大的
466,construe,interpret,诠释，分析
467,interdependent,interrelated,互相依赖的
468,scary,intimidating,令人害怕的
469,stubborn,intractable,固执的，难除去的
470,obdurate,intransigent; fortitude,固执的
471,convoluted,intricate; tortuous,复杂难解的
472,spontaneous,intuitive,自发的
473,exasperation,irascibility,恼怒
474,paradoxical,ironic,矛盾的
475,extraneous,irrelevant,无关的
476,vacillation,irresolution,犹豫不决的
477,peripatetic,itinerant,巡回的
478,impatient,keen,急切的
479,complicated,knotty,复杂难懂的
480,terse,laconic; curt; taciturn; succinct,简短的
481,taciturn,laconic; terse; curt,沉默寡言的
482,curt,laconic; terse; taciturn,话少的，唐突无礼的
483,denounce,lambast,谴责
484,nonspecialist,layperson,非专业人士
485,erudite,learned,博学的
486,cede to,left to,让与
487,slumberous,lethargic,昏睡的
488,somnolent,lethargic,昏睡的，催眠的
489,rejection,liberation from,拒绝，排斥
490,bound,limit,界限
491,confine,limit; circumscribe,限制
492,scant,limited,缺乏的
493,pellucid,limpid,清晰的
494,eulogize,lionize,赞美
495,mutable,liquid,易变的
496,tilt,list,倾斜，偏见
497,perennial,long-standing; constant,持久的
498,garrulous,loquacious,喋喋不休的
499,remunerative,lucrative,盈利的
500,risible,ludicrous,可笑的
501,gloomy,lugubrious; cheerless,忧郁的
502,respite,lull; relief; break,喘息
503,rampant,luxuriant,泛滥的，疯长的
504,fraudulent,malfeasant,欺骗性的
505,plastic,malleable,可塑的，做作的
506,noisome,malodorous,令人讨厌的，恶臭的
507,self-evident,manifest,不证自明的
508,peripheral,marginal; subsidiary,边缘的，补充的
509,fringe,marginal; peripheral,边缘
510,belie,mask; contradict,证明是错误的，掩饰，与…不符
511,precocious,mature,早熟的
512,nonconformist,maverick,不守成规者
513,insufficient,meager,不充足的
514,paltry,meager; insufficient,很少的，无意义的
515,condign,meet,适当的
516,hypocrisy,mendacity; insincerity,伪善
517,showy,meretricious,虚有其表的，炫耀的
518,painstaking,meticulous,煞费苦心的
519,thorough,meticulous,周密的，彻底的
520,exactitude,meticulousness,精确性
521,trifling,minimal,微不足道的
522,diminutive,minuscule,极小的
523,trepidation,misgiving; apprehension,不安
524,abuse,misuse,虐待，误用，恶习
525,abate,mitigate,减弱
526,alleviate,mitigate,减轻
527,curtail,mitigate,缩减
528,inconsistent,mixed; erratic,不一致的，矛盾的
529,derision,mockery,嘲笑
530,rebuke,mockery,指责
531,exemplary,model,楷模的，典型的
532,paradigm,model,模板，典范
533,unostentatious,modest,不夸耀的
534,unassuming,modest; humble,谦逊的
535,humility,modesty,谦逊
536,temper,modulate; mitigate; neutralize,缓和
537,evanescent,momentary,短暂的
538,fleeting,momentary,短暂的
539,acerbic,mordant; vitriolic; caustic; cutting;scathing,尖刻的
540,confused,muddled,迷惑的
541,ambiguous,mute,模棱两可的
542,fraud,duplicity,欺诈
543,hauteur,superciliousness,傲慢
544,budding,nascent,萌芽期的
545,endemic,native; domestic; indigenous,地方性的
546,vague,nebulous,模糊的，不确定的
547,forsake,neglect,抛弃
548,dexterous,nimble,机敏的
549,adroit,nimble; dexterous; deft; acumen,精明的，灵巧的
550,businesslike,no-nonsense,高效率的
551,malodorous,noisome,难闻的
552,maverick,nonconformist,特立独行的人
553,unexceptional,nondescript,普通的
554,layperson,nonspecialist,门外汉
555,original,novel,原创的，新颖的
556,unexampled,novel,前所未有的
557,tyro,novice; neophyte,新手
558,occult,numinous,神秘的
559,intransigent,obdurate; resolute,不妥协的
560,fairness,objectivity,公平
561,anonymous,obscure,无名的，匿名的，无个性的
562,opaque,obscure; inaccessible,不透明的，难懂的
563,obfuscate,obscure; mystify,混淆，使迷惑
564,sycophantic,obsequious; adulating,谄媚的
565,fixated,obsessed,过分迷恋的
566,fusty,obsolete; outmoded,霉臭的，守旧的
567,glean,obtain,搜集，获取
568,conspicuous,obtrusive; prominent; salient;remarkable,显眼的
569,displace,obviate,取代，迫使离开
570,sporadic,occasional; fitful,零星的
571,numinous,occult,神圣的，超自然的，神秘的
572,universal,omnipresent; ubiquitous,广泛的，普遍适用的，无处不在的
573,ubiquitous,omnipresent; universal,无处不在的
574,burdensome,onerous,繁重的
575,erstwhile,onetime,过去的
576,inaccessible,opaque; insurmountable,难以到达的，难以理解的
577,timely,opportune,适时的
578,disdain,opprobrium; contempt,鄙视
579,sanguine,optimistic,乐观的
580,stability,order,稳定
581,coherent,orderly,连贯的，条理清楚的
582,provenance,origin,起源
583,unconventional,original,非传统的
584,novel,original; unexampled; unprecedented,新颖的
585,generate,originate,产生
586,waver,oscillate,摇摆
587,expel,oust,开除，驱逐
588,eclipse,outdo,衰退，使..不重要，胜过
589,overshadow,outlast; obscure,超越
590,obsolete,outmoded; fusty,废弃的，老式的
591,belabor,overemphasize,过分强调，抨击
592,dovish,pacific,和平主义的
593,damp,palliate,使减弱
594,cure-all,panacea,万灵药
595,remedy,panacea,治疗药物，改进措施，纠正，弥补
596,ironic,paradoxical,讽刺的
597,counterpart,parallel; correlative,对应的人或物
598,stingy,parsimonious,吝啬的，微小的
599,minutiae,particular,细节
600,inert,passive; dormant,迟钝的，呆滞的
601,apathy,passivity,冷漠
602,bucolic,pastoral,乡村的
603,hodgepodge,patchwork; welter; pastiche,大杂烩
604,vacuous,paucity,空洞的
605,dearth,paucity; modicum,缺乏
606,economic,pecuniary,有利可图的
607,limpid,pellucid,清晰的
608,indigence,penury,贫穷
609,faultless,perfect,无可挑剔的
610,cursory,perfunctory; casual; fleeting,草率的
611,precarious,perilous,危险的，不稳固的
612,itinerant,peripatetic,流动的，巡回的
613,marginal,peripheral,不重要的，边缘的
614,porous,permeable,多孔的，能渗透的
615,confound,perplex; flummox; resist,1.使迷惑 2.挫败
616,enigmatic,perplexing,神秘难懂的
617,durability,persistence,持久
618,commonplace,pervasive,常见，陈词滥调
619,conciliatory,placatory,愿意和解的
620,elegiac,plaintive,哀悼的
621,malleable,plastic,可塑的，易变的
622,conceivable,plausible,可想象的
623,gratify,please,使满足，使高兴
624,futile,pointless,无用的
625,contemplate,ponder,深入思考
626,permeable,porous,可渗透的
627,presage,portend,预示
628,didactic,preachy,说教的
629,sanctimonious,preachy; didactic,假装（比别人）圣洁的
630,impetuous,precipitate,鲁莽的
631,rule out,preclude,排除
632,prejudice,preconception,偏见，先入之见
633,forerunner,precursor,先驱，预兆
634,precede,predate; antedate,比先发生
635,portend,predict; presage,预言
636,proclivity,predilection; affinity,倾向，嗜好
637,anticipate,prefigure; foresee,预期，先于某人做某事
638,preconception,prejudice,先入之见
639,prophetic,prescient,有预见的
640,exacting,prescriptive; rigorous; demanding,严格的
641,safeguard,preserve,保卫
642,exigent,pressing,迫切的
643,exceptional,preternatural; rare,不同寻常的，杰出的
644,preclude,prevent; rule out,排除，防止
645,rudimentary,primitive; sketchy; embryonic; sketchy;elemental,基本的，未完全发布的
646,unblemished,pristine,暂新的，清白的
647,profess,proclaim,公开宣称，信奉
648,predilection,proclivity; preference,偏爱
649,voracious,prodigious; insatiable,贪吃的，贪得无厌的
650,proclaim,profess,宣布，表明
651,trenchant,profound; incisive,有力的，有效的
652,wealth,profusion,财富，大量
653,abound,proliferate,充满
654,verbose,prolix; long-winded,啰嗦的
655,prescient,prophetic,有预知能力的
656,commensurate,proportionate,相称的
657,versatile,protean; fickle; volatile; flighty; erratic;capricious,多才多艺的，多功能的
658,parochial,provincial,狭隘的
659,insular,provincial; private,狭隘的
660,inflammatory,provocative,煽动性的
661,circumspect,prudent; chary; cautious,谨慎的
662,belligerent,pugnacious,好战的
663,truculent,pugnacious; bellicose; combative;aggressive,好斗的
664,design,purposefulness,故意，设计
665,elude,puzzle,避开，不能被理解
666,imbibe,quaff,饮酒，吸收，接受
667,abeyance,quiescence,中止
668,idealistic,quixotic,空想的
669,banter,raillery,打趣
670,luxuriant,rampant,茂盛的，丰富的
671,haphazard,random;helter-skelter,随意的
672,diatribe,rant,抨击
673,avaricious,rapacious,贪婪的
674,reconciliation,rapprochement,和解
675,intelligible,readable,可理解的
676,verisimilitude,realism,逼真
677,pragmatic,realistic,务实的
678,repudiate,recant,拒绝承认，与断绝关系
679,undogmatic,receptive,能容纳的，不教条的
680,gauge,reckon,估计，判断，衡量仪器
681,shrink,recoil,退缩，回避，缩小，减少
682,rapprochement,reconciliation,和解
683,esoteric,recondite; arcane; abstruse,深奥难懂的
684,rehash,recycle,老调重弹，炒冷饭
685,liberation,rejection,解放，解脱
686,kinfolk,relative,亲戚
687,germane,relevant; apposite,密切相关的
688,vestige,relic,残留部分
689,delight,relish,高兴，使高兴
690,loath,reluctant; unwilling; disinclined,不情愿的
691,panacea,remedy; cure-all,万能药
692,strip away,remove,除去
693,anathema,repellent,厌恶
694,censure,reprehend,谴责
695,deplorable,reprehensible,可悲的，应受谴责的
696,recant,repudiate,宣布放弃
697,homogeneity,resemblance; uniform,同质
698,tenacity,resolve; endurance,顽强
699,ring true,resonate,听来真实
700,hallow,respect,极其崇敬
701,deferential,respectful,恭敬的
702,lull,respite,使平静，蒙蔽，间歇
703,relief,respite,解脱
704,skittish,restive; fractious,易受惊的
705,fractious,restive; skittish,易怒的，难对付的
706,tonic,restorative,恢复健康的
707,rehabilitate,restore,恢复
708,recrudescent,resurgent,复发的
709,manifest,reveal; self-evident; obvious,明显的，清楚显示
710,emendation,revision,修订
711,renaissance,revival,复兴
712,eloquent,rhetoric,雄辩的
713,conundrum,riddle; puzzle; enigma,复杂难解的问题
714,pervasive,rife,普遍的，弥漫的
715,resonate,ring true,对某人有重要性，共振，一致
716,ludicrous,risible,荒唐可笑的
717,elemental,rudimentary,基本的
718,embryonic,rudimentary,萌芽期的
719,apogee,pinnacle,顶点
720,deploy,marshal,安排，部署
721,primitive,rudimentary; ancient,原始的，初级的，简陋的
722,sketchy,rudimentary; superficial;undeveloped,粗略的，不完全的
723,visible,salient,看得见的，明显的
724,preachy,sanctimonious;didactic,爱说教的
725,endorse,sanction; commend; support;authorize,支持
726,factious,schism,宗派的，派系的
727,admonish,scold,反对，批评，告诫
728,capture,secure,俘获
729,narcissism,self-flattery,自恋
730,decrepitude,senescence,衰老，老朽
731,unrelated,separate,无关的
732,successive,sequential,连续的
733,unerring,settled,万无一失的
734,stifle,shackle,阻止
735,superficial,shallow,肤浅的，表面的
736,truncate,shorten; foreshorten,截短
737,artful,shrewd,巧妙的
738,canny,shrewd; deft,精明的
739,acumen,shrewdness,敏锐
740,caterwaul,shriek,发出让人不爽的噪音
741,recoil,shrink,畏缩，后退
742,deflect,shrug off,使转向
743,betoken,signify,表示
744,artless,simplistic,纯真的，朴素的
745,disparage,slight,贬低
746,snub,slight,冷落
747,elusive,slippery; evasive; cryptic,难抓住的，难理解的
748,dilatory,sluggish; remiss; laggard,拖延的
749,aspersion,slur,诽谤
750,hitch,snag,故障
751,staid,sober,古板的，严肃的
752,gregarious,sociable,爱交际的，群居的
753,somber,solemn,严肃的，昏暗的
754,camaraderie,solidarity,情谊，友情
755,solemn,somber,严肃的
756,lethargic,somnolent; slumberous,无精打采的
757,deflate,soothe,使减少
758,sleazy,sordid,肮脏的，不诚实的，邪恶的
759,unassailable,sound;;airtight,毋庸置疑的
